time,pelvis_tilt_gold,pelvis_tilt_rec,pelvis_list_gold,pelvis_list_rec,pelvis_rotation_gold,pelvis_rotation_rec,pelvis_tx_gold,pelvis_tx_rec,pelvis_ty_gold,pelvis_ty_rec,pelvis_tz_gold,pelvis_tz_rec,hip_flexion_r_gold,hip_flexion_r_rec,hip_adduction_r_gold,hip_adduction_r_rec,hip_rotation_r_gold,hip_rotation_r_rec,knee_angle_r_gold,knee_angle_r_rec,ankle_angle_r_gold,ankle_angle_r_rec,subtalar_angle_r_gold,subtalar_angle_r_rec,mtp_angle_r_gold,mtp_angle_r_rec,hip_flexion_l_gold,hip_flexion_l_rec,hip_adduction_l_gold,hip_adduction_l_rec,hip_rotation_l_gold,hip_rotation_l_rec,knee_angle_l_gold,knee_angle_l_rec,ankle_angle_l_gold,ankle_angle_l_rec,subtalar_angle_l_gold,subtalar_angle_l_rec,mtp_angle_l_gold,mtp_angle_l_rec,lumbar_extension_gold,lumbar_extension_rec,lumbar_bending_gold,lumbar_bending_rec,lumbar_rotation_gold,lumbar_rotation_rec,arm_flex_r_gold,arm_flex_r_rec,arm_add_r_gold,arm_add_r_rec,arm_rot_r_gold,arm_rot_r_rec,elbow_flex_r_gold,elbow_flex_r_rec,pro_sup_r_gold,pro_sup_r_rec,arm_flex_l_gold,arm_flex_l_rec,arm_add_l_gold,arm_add_l_rec,arm_rot_l_gold,arm_rot_l_rec,elbow_flex_l_gold,elbow_flex_l_rec,pro_sup_l_gold,pro_sup_l_rec
1.65,-0.199292,-0.241086,-0.0352436,-0.0399171,0.0745907,0.07034,-0.366362,-0.382902,0.856431,0.846057,-0.582385,-0.582519,1.02797,1.10449,0.0481438,0.0296955,0.00110963,0.0647371,1.29258,1.31971,0.406047,0.39543,-0.359782,-0.475293,-0.130616,-0.00454865,1.04356,1.12641,-0.0140153,-0.0390108,0.0672865,0.132195,1.28207,1.32872,0.42375,0.403344,-0.221897,-0.317555,-0.130616,-0.00454865,-0.378805,-0.325606,0.0481443,0.0545294,-0.131074,-0.109078,0.188795,0.138552,-0.297506,-0.284785,-0.139952,-0.16062,1.88045,2.01533,1.9618,1.96692,-0.236435,-0.228506,-0.469451,-0.43213,-0.38433,-0.354961,1.79309,1.87999,1.69918,1.77424
1.66,-0.21205,-0.253093,-0.0352427,-0.0398035,0.069823,0.0654506,-0.365658,-0.382295,0.854777,0.84454,-0.58252,-0.582731,1.0426,1.11823,0.0497234,0.0314368,0.00291244,0.0662573,1.29498,1.32194,0.407715,0.39776,-0.357673,-0.47231,-0.130618,-0.00454865,1.05699,1.13908,-0.0151427,-0.0403168,0.066169,0.131353,1.28493,1.33152,0.425798,0.40515,-0.223455,-0.319464,-0.130618,-0.00454865,-0.379774,-0.327207,0.0462561,0.0528786,-0.127574,-0.105266,0.174389,0.123654,-0.279331,-0.267127,-0.156272,-0.178246,1.8464,1.98249,1.95833,1.96359,-0.243184,-0.237323,-0.45343,-0.416668,-0.381404,-0.355214,1.74438,1.8328,1.69455,1.77107
1.67,-0.223531,-0.26385,-0.0350065,-0.0394695,0.0650315,0.06056,-0.364987,-0.3817,0.852701,0.842587,-0.582669,-0.582964,1.05675,1.13154,0.0510603,0.0329156,0.00413511,0.0672145,1.29908,1.32588,0.410617,0.401375,-0.355673,-0.469432,-0.13062,-0.00454865,1.07032,1.15168,-0.0161326,-0.0414743,0.0651048,0.130639,1.29006,1.33651,0.428431,0.407503,-0.225914,-0.322301,-0.13062,-0.00454865,-0.381984,-0.329999,0.0442201,0.0510938,-0.123598,-0.101086,0.162492,0.110967,-0.261892,-0.250164,-0.170945,-0.194212,1.80799,1.9456,1.95462,1.96031,-0.245315,-0.242167,-0.438049,-0.401618,-0.374437,-0.351898,1.69011,1.78046,1.68911,1.76756
1.68,-0.238357,-0.27796,-0.0359177,-0.0405671,0.0615641,0.0572298,-0.364171,-0.380969,0.849984,0.840027,-0.583177,-0.583587,1.07432,1.14826,0.0512574,0.03302,0.00420121,0.0665549,1.30371,1.33028,0.420577,0.413134,-0.345115,-0.456797,-0.130636,-0.00454865,1.08795,1.16855,-0.0149125,-0.0401747,0.0673164,0.133399,1.29569,1.34192,0.428372,0.407105,-0.231206,-0.327896,-0.130636,-0.00454865,-0.378668,-0.32736,0.0446733,0.0521388,-0.0937385,-0.0725355,0.127306,0.0774927,-0.250246,-0.237377,-0.212645,-0.235162,1.78488,1.92128,1.94993,1.95555,-0.211366,-0.215586,-0.430422,-0.393724,-0.317861,-0.30304,1.61296,1.70762,1.68273,1.7643
1.69,-0.246151,-0.285267,-0.0379849,-0.0427202,0.0567452,0.0519647,-0.363216,-0.38006,0.847474,0.837595,-0.583499,-0.583971,1.08475,1.15819,0.054386,0.0365009,0.00342897,0.0655163,1.30865,1.33524,0.424265,0.417187,-0.34566,-0.457102,-0.130638,-0.00454865,1.09899,1.17904,-0.0174018,-0.0430356,0.0683478,0.134958,1.30405,1.34992,0.433972,0.412329,-0.234628,-0.331711,-0.130638,-0.00454865,-0.383703,-0.332766,0.0454573,0.0532619,-0.0902988,-0.0686037,0.126231,0.0743549,-0.231804,-0.219628,-0.217606,-0.241862,1.73068,1.87003,1.94592,1.95272,-0.208125,-0.215548,-0.410381,-0.374161,-0.307921,-0.296743,1.55569,1.65233,1.67612,1.76014
1.7,-0.254536,-0.293329,-0.0405622,-0.0454625,0.0526555,0.0474247,-0.362133,-0.378972,0.844607,0.834824,-0.583791,-0.584322,1.09632,1.1694,0.0568575,0.039294,0.000902384,0.0626359,1.31504,1.34161,0.430355,0.424215,-0.342224,-0.452788,-0.130642,-0.00454865,1.11155,1.19112,-0.0204328,-0.0464048,0.0692796,0.136461,1.31362,1.35897,0.440244,0.418781,-0.233826,-0.330522,-0.130642,-0.00454865,-0.385506,-0.334796,0.0470016,0.0552321,-0.0840604,-0.0621926,0.125145,0.0710436,-0.218964,-0.207141,-0.216562,-0.242401,1.67204,1.81442,1.94204,1.95067,-0.1956,-0.2075,-0.394858,-0.358888,-0.279652,-0.273312,1.48688,1.58618,1.6678,1.75545
1.71,-0.260626,-0.299204,-0.0430902,-0.0481674,0.0487188,0.0430587,-0.360923,-0.377731,0.841565,0.831852,-0.584109,-0.5847,1.10596,1.17878,0.058956,0.0416837,-0.0018704,0.0595054,1.32291,1.34945,0.439169,0.434187,-0.337396,-0.446905,-0.130648,-0.00454865,1.12204,1.20124,-0.0234951,-0.0497869,0.0698131,0.137641,1.32461,1.36945,0.44872,0.427306,-0.234041,-0.330643,-0.130648,-0.00454865,-0.389449,-0.338849,0.0488185,0.0574649,-0.0738486,-0.051955,0.12594,0.0694935,-0.205921,-0.194321,-0.219042,-0.246231,1.61307,1.7586,1.93725,1.94723,-0.176673,-0.193627,-0.379891,-0.344367,-0.243415,-0.241899,1.41693,1.5195,1.65857,1.74524
1.72,-0.265481,-0.304088,-0.0460893,-0.0513271,0.0458381,0.0397819,-0.359669,-0.376425,0.838252,0.828591,-0.58446,-0.585085,1.11481,1.18764,0.0607934,0.043731,-0.00537229,0.0557783,1.33179,1.35829,0.446728,0.442502,-0.335748,-0.444662,-0.130651,-0.00454865,1.13206,1.21109,-0.0257403,-0.0522747,0.0715164,0.139936,1.33663,1.38087,0.457104,0.435462,-0.237751,-0.334528,-0.130651,-0.00454865,-0.394359,-0.343576,0.0507215,0.0596659,-0.0677095,-0.0456982,0.134734,0.0750392,-0.193102,-0.181934,-0.216716,-0.245757,1.54686,1.69644,1.93184,1.94475,-0.159543,-0.180904,-0.363357,-0.328425,-0.212338,-0.215301,1.35329,1.45798,1.65084,1.74341
1.73,-0.269171,-0.308094,-0.0487003,-0.0540289,0.0429312,0.0364657,-0.358097,-0.374775,0.834898,0.825273,-0.584809,-0.585462,1.12243,1.19553,0.0627621,0.0459012,-0.00834281,0.0526482,1.3416,1.36802,0.455037,0.451655,-0.33405,-0.442264,-0.130654,-0.00454865,1.14084,1.21995,-0.0278012,-0.0545776,0.0732058,0.142124,1.34957,1.39315,0.465394,0.443756,-0.240156,-0.336744,-0.130654,-0.00454865,-0.398884,-0.347608,0.0512665,0.0604102,-0.0613445,-0.0392604,0.146881,0.0835924,-0.185532,-0.174782,-0.203395,-0.234489,1.48012,1.63384,1.92667,1.94305,-0.139055,-0.164893,-0.3493,-0.31505,-0.174825,-0.182252,1.29132,1.39808,1.64328,1.74124
1.74,-0.270419,-0.3099,-0.0492976,-0.0545984,0.0399783,0.0333083,-0.356151,-0.37273,0.831767,0.822149,-0.585202,-0.585899,1.12737,1.20093,0.0637672,0.0469801,-0.00974779,0.0511393,1.35227,1.3785,0.464635,0.462362,-0.330739,-0.437863,-0.130657,-0.00454865,1.14577,1.22523,-0.0289159,-0.0558249,0.0733724,0.142671,1.36199,1.40505,0.474232,0.452868,-0.240107,-0.336323,-0.130657,-0.00454865,-0.404213,-0.352167,0.0498086,0.0590855,-0.0549073,-0.0329684,0.161201,0.0944151,-0.182578,-0.172314,-0.179661,-0.212801,1.42077,1.57815,1.92166,1.94185,-0.113252,-0.143854,-0.338697,-0.305174,-0.130376,-0.142656,1.22831,1.33721,1.63361,1.73735
1.75,-0.268545,-0.308512,-0.0482734,-0.053581,0.0365558,0.0297887,-0.353866,-0.370336,0.828853,0.81921,-0.585578,-0.586357,1.12901,1.20296,0.0640431,0.0473189,-0.00990189,0.0507509,1.36448,1.39046,0.479543,0.479076,-0.322325,-0.4276,-0.130672,-0.00454865,1.14664,1.22653,-0.0303808,-0.0574401,0.0707294,0.140584,1.37442,1.4172,0.486048,0.464878,-0.23902,-0.335345,-0.130672,-0.00454865,-0.410738,-0.358037,0.0468536,0.0564431,-0.0383921,-0.016812,0.168133,0.0991341,-0.183838,-0.173454,-0.164236,-0.198744,1.3815,1.54078,1.91225,1.93616,-0.0738078,-0.110095,-0.329071,-0.296588,-0.0757874,-0.0936445,1.16762,1.27875,1.60697,1.71899
1.76,-0.264908,-0.305379,-0.0463277,-0.0514181,0.0332832,0.0264576,-0.351325,-0.367697,0.826094,0.816397,-0.585892,-0.586721,1.12876,1.20317,0.0641877,0.0475168,-0.0092791,0.0515519,1.37678,1.40254,0.487681,0.487997,-0.322375,-0.4269,-0.130678,-0.00454865,1.14528,1.22567,-0.0314474,-0.0586575,0.0672535,0.137464,1.38656,1.42915,0.493935,0.472603,-0.241772,-0.338505,-0.130678,-0.00454865,-0.41722,-0.36384,0.0424907,0.0519801,-0.0326366,-0.0110344,0.185435,0.113715,-0.185084,-0.17539,-0.134952,-0.171175,1.34719,1.50895,1.91054,1.93711,-0.044388,-0.0844904,-0.31148,-0.27985,-0.056339,-0.0772714,1.12517,1.23823,1.59425,1.70966
1.77,-0.259169,-0.300053,-0.0429251,-0.0477253,0.029381,0.0223981,-0.348462,-0.364792,0.823574,0.813778,-0.586015,-0.586896,1.12582,1.20064,0.0660778,0.0496163,-0.00501941,0.0560579,1.38934,1.4149,0.496488,0.497403,-0.325075,-0.429108,-0.13068,-0.00454865,1.14082,1.22178,-0.0324689,-0.0600057,0.0629155,0.133465,1.39867,1.44126,0.502413,0.480779,-0.244736,-0.342203,-0.13068,-0.00454865,-0.423802,-0.369945,0.0356451,0.0449258,-0.0254372,-0.00354279,0.201075,0.127766,-0.184616,-0.175597,-0.114342,-0.151276,1.33434,1.49759,1.91138,1.93901,-0.0133512,-0.0566968,-0.288654,-0.257786,-0.0552511,-0.0777763,1.09744,1.21267,1.58847,1.70492
1.78,-0.255027,-0.296221,-0.0413264,-0.0459618,0.0277649,0.0206764,-0.34539,-0.361711,0.820699,0.810807,-0.586198,-0.587093,1.12496,1.20022,0.0678852,0.0514986,-0.00253967,0.0587891,1.40357,1.42907,0.501776,0.503314,-0.328163,-0.431632,-0.130681,-0.00454865,1.13947,1.22085,-0.0317246,-0.0594463,0.0624964,0.133372,1.41299,1.4554,0.507224,0.48578,-0.246864,-0.344099,-0.130681,-0.00454865,-0.42474,-0.370636,0.0310442,0.0401133,-0.0224247,-0.000233999,0.219021,0.144928,-0.179554,-0.171398,-0.103631,-0.140279,1.33812,1.50256,1.91264,1.94005,0.0115389,-0.033638,-0.270734,-0.240543,-0.0549011,-0.0772339,1.0938,1.21054,1.58743,1.70304
1.79,-0.246788,-0.288511,-0.0376035,-0.0419161,0.0240774,0.0168827,-0.341913,-0.358235,0.81902,0.808993,-0.586513,-0.587452,1.11687,1.19272,0.0703051,0.0541049,0.00400904,0.0655579,1.41349,1.43886,0.513784,0.516072,-0.328088,-0.430991,-0.130683,-0.00454865,1.12905,1.21119,-0.0318371,-0.0598554,0.0590075,0.13005,1.42132,1.46396,0.521617,0.500015,-0.246123,-0.34434,-0.130683,-0.00454865,-0.42642,-0.371978,0.0248096,0.0336184,-0.016119,0.00644656,0.23882,0.164346,-0.183968,-0.176465,-0.0810073,-0.11738,1.35674,1.52164,1.9167,1.9436,0.0474201,-0.000426171,-0.247011,-0.217424,-0.0651811,-0.0875291,1.08478,1.20404,1.58479,1.70006
1.8,-0.238307,-0.280245,-0.0352593,-0.0392394,0.0225583,0.0153367,-0.338017,-0.354352,0.81745,0.807288,-0.586902,-0.587831,1.10846,1.18474,0.0712706,0.0551193,0.00742542,0.0694247,1.42477,1.45022,0.522945,0.525923,-0.32785,-0.430341,-0.130686,-0.00454865,1.119,1.20158,-0.03157,-0.059749,0.0565208,0.127676,1.4311,1.47392,0.532316,0.510946,-0.244214,-0.34268,-0.130686,-0.00454865,-0.425134,-0.370802,0.0196372,0.0279315,-0.0137212,0.00909608,0.262681,0.18828,-0.187813,-0.180959,-0.0640462,-0.0995658,1.38604,1.55139,1.92063,1.94554,0.0750048,0.0261486,-0.234499,-0.205474,-0.0671819,-0.0873971,1.10663,1.22813,1.58633,1.69121
1.81,-0.230877,-0.273287,-0.0328129,-0.0364292,0.0243147,0.0174109,-0.333853,-0.350169,0.816065,0.805783,-0.587661,-0.588537,1.10074,1.17767,0.0694459,0.053011,0.0102475,0.0728793,1.43678,1.46215,0.529817,0.533085,-0.330705,-0.433102,-0.130687,-0.00454865,1.11032,1.19354,-0.0286534,-0.0566623,0.054283,0.125377,1.44061,1.48357,0.538982,0.517796,-0.244803,-0.343407,-0.130687,-0.00454865,-0.417002,-0.362575,0.0156062,0.0232217,-0.0145733,0.00798034,0.293596,0.219119,-0.194541,-0.18818,-0.0483702,-0.0831414,1.41673,1.58298,1.92404,1.94823,0.105963,0.0561742,-0.227274,-0.19856,-0.0660699,-0.0850656,1.13597,1.25885,1.58915,1.69477
1.82,-0.221561,-0.264415,-0.0288907,-0.0319317,0.0271573,0.020962,-0.329553,-0.345875,0.815646,0.805238,-0.588637,-0.58944,1.08867,1.16626,0.0655155,0.0484889,0.0135189,0.0769518,1.44443,1.46976,0.538859,0.542155,-0.331904,-0.434602,-0.130689,-0.00454865,1.09642,1.18028,-0.0231928,-0.0507141,0.0514673,0.12212,1.44458,1.488,0.547875,0.526746,-0.244498,-0.343751,-0.130689,-0.00454865,-0.410205,-0.355822,0.0110562,0.0176338,-0.0187324,0.0030382,0.331117,0.257102,-0.21155,-0.205404,-0.0214633,-0.0551568,1.46566,1.63203,1.9296,1.9525,0.137376,0.0874176,-0.227597,-0.198925,-0.0652314,-0.0823008,1.18666,1.31066,1.59414,1.69786
1.83,-0.211093,-0.254755,-0.0267856,-0.0291515,0.0301391,0.0241986,-0.325001,-0.34128,0.815801,0.805267,-0.58929,-0.589948,1.07386,1.15246,0.0634293,0.0460829,0.0162666,0.0805534,1.451,1.47644,0.552527,0.556773,-0.324827,-0.426995,-0.130697,-0.00454865,1.08093,1.16562,-0.0207643,-0.0480422,0.0494134,0.119365,1.44862,1.49219,0.560751,0.540459,-0.236723,-0.335471,-0.130697,-0.00454865,-0.400092,-0.345398,0.00868605,0.0136981,-0.0355175,-0.0144418,0.391844,0.316914,-0.222899,-0.21798,0.0166343,-0.0162768,1.49672,1.66558,1.93554,1.95787,0.16026,0.111421,-0.235736,-0.206118,-0.0832401,-0.0977485,1.25675,1.38103,1.59821,1.69842
1.84,-0.201304,-0.24623,-0.0250759,-0.0270601,0.0324763,0.0266451,-0.320245,-0.336443,0.816756,0.806126,-0.589762,-0.590321,1.05832,1.13824,0.062416,0.0449117,0.0185332,0.0834841,1.45452,1.47991,0.555242,0.559214,-0.328338,-0.431001,-0.1307,-0.00454865,1.06465,1.15059,-0.019459,-0.0466175,0.0472708,0.116739,1.44993,1.4936,0.565774,0.545439,-0.236528,-0.33555,-0.1307,-0.00454865,-0.385752,-0.330269,0.00659041,0.0105756,-0.0374014,-0.0172782,0.449612,0.374701,-0.24435,-0.23937,0.0405213,0.009096,1.54238,1.71253,1.94017,1.96148,0.204967,0.155041,-0.250447,-0.220217,-0.0742143,-0.0884713,1.31183,1.43828,1.60442,1.70218
1.85,-0.191616,-0.237946,-0.0222489,-0.0238172,0.0374354,0.0323731,-0.31544,-0.331501,0.818684,0.807997,-0.590739,-0.591208,1.04129,1.1226,0.0561196,0.0378927,0.0185237,0.0841532,1.45612,1.48128,0.557404,0.561013,-0.329701,-0.432764,-0.130702,-0.00454865,1.04673,1.13396,-0.0149642,-0.0414041,0.0451145,0.113892,1.44802,1.49184,0.569317,0.549299,-0.234,-0.332915,-0.130702,-0.00454865,-0.369352,-0.312799,0.00455097,0.0074564,-0.0411454,-0.023058,0.516452,0.441418,-0.271061,-0.265564,0.0642304,0.0344458,1.58698,1.75865,1.94417,1.96476,0.258337,0.206574,-0.268666,-0.237832,-0.0636056,-0.0783318,1.36908,1.49844,1.61156,1.70688
1.86,-0.181455,-0.229345,-0.0190079,-0.020165,0.0424993,0.0384572,-0.310662,-0.326551,0.821806,0.811101,-0.591896,-0.592299,1.02156,1.10435,0.0477551,0.0286132,0.0169605,0.0831213,1.45343,1.47828,0.559103,0.56185,-0.328061,-0.432035,-0.130703,-0.00454865,1.02585,1.11446,-0.00963704,-0.0350975,0.0430402,0.111013,1.44185,1.48587,0.572252,0.55217,-0.231477,-0.33086,-0.130703,-0.00454865,-0.352931,-0.294951,0.00281383,0.00464893,-0.0469783,-0.0316327,0.594528,0.519343,-0.302694,-0.296343,0.0942448,0.0664513,1.63257,1.80569,1.94753,1.96794,0.317965,0.263745,-0.294657,-0.263069,-0.0498775,-0.0659964,1.42871,1.56135,1.61975,1.71423
1.87,-0.171551,-0.221219,-0.0167107,-0.0176376,0.0463383,0.0427924,-0.305785,-0.32148,0.825991,0.81531,-0.592673,-0.593013,0.999634,1.08395,0.0425211,0.0229235,0.0168025,0.0832588,1.44666,1.47115,0.559762,0.562115,-0.325992,-0.430191,-0.130705,-0.00454865,1.00351,1.09366,-0.00786666,-0.0327965,0.0394468,0.10665,1.43224,1.47638,0.573169,0.553095,-0.228268,-0.327823,-0.130705,-0.00454865,-0.334558,-0.274665,0.00132679,0.00226959,-0.0516363,-0.0389487,0.681424,0.605988,-0.339958,-0.332334,0.130372,0.104694,1.67502,1.8495,1.95019,1.97067,0.384442,0.327044,-0.328307,-0.295933,-0.0314402,-0.0496711,1.48992,1.62638,1.62861,1.72119
1.88,-0.159132,-0.210758,-0.0164547,-0.0174211,0.0478204,0.0438844,-0.300727,-0.316241,0.831736,0.821088,-0.592826,-0.593097,0.97152,1.05751,0.0433989,0.0240947,0.0178453,0.0844054,1.43321,1.45753,0.55962,0.561018,-0.3267,-0.431969,-0.130714,-0.00454865,0.975972,1.06783,-0.0112688,-0.0363676,0.0362037,0.102657,1.41913,1.46324,0.577887,0.558111,-0.218523,-0.317849,-0.130714,-0.00454865,-0.318392,-0.256086,0.00189986,0.00225536,-0.0637608,-0.0533617,0.790761,0.714233,-0.367723,-0.359459,0.183877,0.160172,1.69811,1.87519,1.93899,1.96288,0.448313,0.387611,-0.374159,-0.340382,-0.0232469,-0.0440826,1.55686,1.69698,1.64036,1.73064
1.89,-0.149471,-0.202986,-0.0146859,-0.0158243,0.0488769,0.044758,-0.295547,-0.310899,0.83855,0.828009,-0.592921,-0.593189,0.944179,1.0316,0.0437286,0.0246703,0.0203279,0.0867539,1.41567,1.4396,0.555255,0.555228,-0.329916,-0.436434,-0.130717,-0.00454865,0.94851,1.04206,-0.0137297,-0.0389323,0.0316156,0.0973779,1.40092,1.44518,0.575215,0.555075,-0.21387,-0.31373,-0.130717,-0.00454865,-0.298883,-0.233878,-0.000579544,-0.000301014,-0.0649017,-0.0568653,0.89848,0.821213,-0.404188,-0.394181,0.227345,0.205671,1.72645,1.90541,1.93801,1.96271,0.531776,0.465846,-0.419954,-0.385837,0.00538697,-0.0191767,1.61007,1.7552,1.64789,1.73504
1.9,-0.139771,-0.194752,-0.0132543,-0.0146248,0.0509831,0.0469192,-0.290258,-0.305482,0.84688,0.836496,-0.593446,-0.593723,0.913449,1.0019,0.0421025,0.0230539,0.0211586,0.0874406,1.39219,1.4158,0.547283,0.545709,-0.3341,-0.441864,-0.130721,-0.00454865,0.917758,1.0126,-0.0146432,-0.0397231,0.0276346,0.0926242,1.37654,1.42119,0.57073,0.550344,-0.209949,-0.310355,-0.130721,-0.00454865,-0.279783,-0.212204,-0.000983127,-0.000598394,-0.0691783,-0.063724,1.01861,0.939889,-0.438168,-0.426476,0.279652,0.259189,1.7428,1.92429,1.93259,1.9591,0.620237,0.54864,-0.468425,-0.434428,0.0331797,0.00450222,1.66037,1.81016,1.6535,1.74063
1.91,-0.131688,-0.187679,-0.0118967,-0.0135233,0.0523798,0.0484936,-0.28481,-0.299968,0.85662,0.846431,-0.594006,-0.594328,0.881466,0.970586,0.0394505,0.0203475,0.0205609,0.0866264,1.36272,1.38619,0.537074,0.533118,-0.336571,-0.446625,-0.130725,-0.00454865,0.885483,0.981288,-0.0153473,-0.0401988,0.0239061,0.0881627,1.34637,1.39168,0.561987,0.540846,-0.207136,-0.308884,-0.130725,-0.00454865,-0.259862,-0.189913,-0.000974232,-0.00017223,-0.0724454,-0.0694419,1.14574,1.06531,-0.467027,-0.453744,0.332892,0.313139,1.75231,1.93663,1.92489,1.95367,0.715162,0.637447,-0.520066,-0.486713,0.0641757,0.0311441,1.70695,1.86126,1.65623,1.74324
1.92,-0.123353,-0.179809,-0.0120742,-0.0141686,0.0540022,0.0499667,-0.27908,-0.294244,0.867948,0.857964,-0.594502,-0.594858,0.845395,0.934827,0.0380494,0.0191618,0.0185766,0.0845346,1.32603,1.34977,0.520515,0.513165,-0.342978,-0.456673,-0.130756,-0.00454865,0.850592,0.946987,-0.018312,-0.0432092,0.020047,0.0836787,1.31081,1.35706,0.548607,0.526577,-0.204195,-0.3075,-0.130756,-0.00454865,-0.241241,-0.169322,0.000628208,0.0022658,-0.07558,-0.0743975,1.27865,1.19617,-0.492896,-0.478361,0.392696,0.372736,1.75601,1.943,1.88061,1.91532,0.817224,0.732857,-0.574071,-0.541802,0.10146,0.0638411,1.75168,1.9096,1.6221,1.71178
1.93,-0.114961,-0.171347,-0.0119239,-0.0144781,0.0556178,0.0514483,-0.273104,-0.288365,0.880818,0.871034,-0.594901,-0.595296,0.806055,0.895445,0.0363932,0.0177208,0.017234,0.0830793,1.28343,1.30781,0.505306,0.495083,-0.342207,-0.45921,-0.130759,-0.00454865,0.812447,0.909134,-0.0212653,-0.0462417,0.0159642,0.0789496,1.26916,1.3168,0.5318,0.508993,-0.199984,-0.305013,-0.130759,-0.00454865,-0.223311,-0.149976,0.00163198,0.00426915,-0.0766857,-0.0767053,1.41326,1.32841,-0.520411,-0.505227,0.455316,0.434203,1.75109,1.94169,1.88056,1.91574,0.92935,0.837774,-0.627657,-0.597116,0.147065,0.104172,1.7814,1.94402,1.62366,1.7113
1.94,-0.107905,-0.163642,-0.0126878,-0.0157678,0.0572225,0.0527816,-0.266793,-0.282238,0.895116,0.885542,-0.595164,-0.595588,0.765144,0.854164,0.035157,0.0168023,0.0143301,0.0802211,1.23457,1.26008,0.48335,0.469929,-0.341279,-0.462191,-0.130761,-0.00454865,0.772939,0.869551,-0.0254603,-0.0506523,0.0120685,0.0744483,1.2216,1.27104,0.509197,0.485857,-0.194446,-0.301,-0.130761,-0.00454865,-0.204797,-0.130817,0.00340891,0.00729231,-0.079428,-0.0799924,1.54707,1.4601,-0.544781,-0.529744,0.521285,0.498426,1.74055,1.93493,1.87908,1.91509,1.04537,0.946319,-0.68489,-0.656263,0.199682,0.150844,1.80706,1.97385,1.62498,1.71132
1.95,-0.101237,-0.155878,-0.0142404,-0.0179019,0.0588724,0.0539742,-0.260083,-0.275792,0.911058,0.9017,-0.595391,-0.595821,0.720653,0.80913,0.03462,0.0167212,0.0102887,0.0764725,1.17768,1.20492,0.454548,0.437583,-0.340159,-0.465721,-0.130764,-0.00454865,0.7304,0.826749,-0.0308835,-0.0564997,0.00706034,0.0688512,1.16717,1.2189,0.48034,0.456771,-0.187564,-0.295464,-0.130764,-0.00454865,-0.186072,-0.112276,0.00626758,0.0115632,-0.0822888,-0.0827398,1.67715,1.58831,-0.562828,-0.548998,0.586545,0.561247,1.7197,1.91873,1.87669,1.91353,1.16561,1.05871,-0.739983,-0.713739,0.259709,0.204032,1.82538,1.99624,1.62539,1.71105
1.96,-0.0937451,-0.147006,-0.0165417,-0.0208799,0.0606089,0.0551742,-0.252973,-0.269053,0.928879,0.919747,-0.595837,-0.596269,0.670339,0.758331,0.0349001,0.0174973,0.00534666,0.0723286,1.10984,1.13944,0.409446,0.38621,-0.35365,-0.487123,-0.13077,-0.00454865,0.682348,0.778513,-0.0357004,-0.0618837,0.00255187,0.0638313,1.10344,1.15817,0.443505,0.41902,-0.18965,-0.300098,-0.13077,-0.00454865,-0.167047,-0.0942775,0.00764422,0.0142294,-0.0694923,-0.0687023,1.80302,1.71178,-0.601395,-0.59076,0.658973,0.628908,1.70321,1.90724,1.86569,1.90386,1.30064,1.18764,-0.764985,-0.742125,0.344422,0.283504,1.81944,1.99475,1.61319,1.7007
1.97,-0.0866659,-0.138279,-0.0200848,-0.0251327,0.0641765,0.0583464,-0.245398,-0.261856,0.94852,0.93967,-0.596719,-0.597117,0.615871,0.703418,0.0332442,0.0161383,-0.0049396,0.0630204,1.03323,1.06585,0.362486,0.334796,-0.351997,-0.491792,-0.130774,-0.00454865,0.630486,0.726387,-0.0406451,-0.0672926,-0.00249977,0.0583418,1.03027,1.08849,0.398123,0.373896,-0.187475,-0.299162,-0.130774,-0.00454865,-0.146516,-0.0755383,0.0117819,0.0196983,-0.0675554,-0.0656531,1.91912,1.82666,-0.621491,-0.615056,0.730064,0.695985,1.67174,1.88186,1.86193,1.90055,1.42386,1.30435,-0.798323,-0.778531,0.42674,0.359227,1.81708,1.99628,1.60564,1.69423
1.98,-0.0781555,-0.128203,-0.0253714,-0.0313553,0.0681501,0.061901,-0.237286,-0.25413,0.970058,0.96155,-0.598043,-0.598413,0.55434,0.641861,0.0322919,0.0154958,-0.0194825,0.0498519,0.944117,0.980453,0.304535,0.272529,-0.347762,-0.494074,-0.13078,-0.00454865,0.572378,0.668332,-0.0458478,-0.0731045,-0.00643023,0.0542554,0.947322,1.00949,0.346062,0.32292,-0.185658,-0.297786,-0.13078,-0.00454865,-0.125044,-0.0562683,0.0203843,0.0299193,-0.0680337,-0.0654259,2.02429,1.93141,-0.629235,-0.627373,0.801322,0.763629,1.6302,1.84714,1.85794,1.89599,1.53217,1.40587,-0.828981,-0.81276,0.507038,0.432221,1.81189,1.99552,1.59353,1.6773
