time,pelvis_tilt_gold,pelvis_tilt_rec,pelvis_list_gold,pelvis_list_rec,pelvis_rotation_gold,pelvis_rotation_rec,pelvis_tx_gold,pelvis_tx_rec,pelvis_ty_gold,pelvis_ty_rec,pelvis_tz_gold,pelvis_tz_rec,hip_flexion_r_gold,hip_flexion_r_rec,hip_adduction_r_gold,hip_adduction_r_rec,hip_rotation_r_gold,hip_rotation_r_rec,knee_angle_r_gold,knee_angle_r_rec,ankle_angle_r_gold,ankle_angle_r_rec,subtalar_angle_r_gold,subtalar_angle_r_rec,mtp_angle_r_gold,mtp_angle_r_rec,hip_flexion_l_gold,hip_flexion_l_rec,hip_adduction_l_gold,hip_adduction_l_rec,hip_rotation_l_gold,hip_rotation_l_rec,knee_angle_l_gold,knee_angle_l_rec,ankle_angle_l_gold,ankle_angle_l_rec,subtalar_angle_l_gold,subtalar_angle_l_rec,mtp_angle_l_gold,mtp_angle_l_rec,lumbar_extension_gold,lumbar_extension_rec,lumbar_bending_gold,lumbar_bending_rec,lumbar_rotation_gold,lumbar_rotation_rec,arm_flex_r_gold,arm_flex_r_rec,arm_add_r_gold,arm_add_r_rec,arm_rot_r_gold,arm_rot_r_rec,elbow_flex_r_gold,elbow_flex_r_rec,pro_sup_r_gold,pro_sup_r_rec,arm_flex_l_gold,arm_flex_l_rec,arm_add_l_gold,arm_add_l_rec,arm_rot_l_gold,arm_rot_l_rec,elbow_flex_l_gold,elbow_flex_l_rec,pro_sup_l_gold,pro_sup_l_rec
0.976,-0.0578002,-0.0188874,0.15802,0.168207,0.0408806,0.0147638,-0.446588,-0.454135,1.04051,1.03363,0.1566,0.158248,-0.522057,-0.585287,-0.0674371,-0.107448,-0.100091,-0.115228,0.56398,0.526629,-0.367393,-0.399729,-0.0584574,-0.011763,-0.29531,-0.225385,0.726464,0.713079,0.243695,0.221625,-0.103034,-0.133412,0.404466,0.423657,-0.15879,-0.132965,-0.097356,-0.00603579,-0.140974,-0.00639566,-0.0882579,-0.117224,-0.20077,-0.212602,0.169981,0.186082,0.0764328,0.116894,-0.505185,-0.433772,-0.170118,-0.169351,2.61364,2.58325,1.5708,1.5708,-1.01989,-0.958612,-0.174822,-0.11468,-0.225622,-0.314782,1.23339,1.12551,1.5708,1.5708
0.98,-0.0521563,-0.0129743,0.152758,0.16273,0.0404022,0.0155488,-0.424763,-0.432317,1.04097,1.03415,0.156368,0.157928,-0.522221,-0.585857,-0.0645629,-0.104219,-0.0997963,-0.115121,0.601487,0.563856,-0.356399,-0.388925,-0.0699202,-0.024432,-0.296932,-0.235352,0.6976,0.682983,0.242735,0.222125,-0.0955354,-0.125527,0.346777,0.365872,-0.171592,-0.144914,-0.0779334,0.013339,-0.17429,-0.0320043,-0.0934462,-0.123145,-0.194455,-0.205983,0.169795,0.18445,0.0674895,0.108694,-0.505035,-0.43376,-0.172864,-0.171411,2.61319,2.58237,1.5708,1.5708,-1.01974,-0.958233,-0.17077,-0.110327,-0.226163,-0.315569,1.23638,1.12823,1.5708,1.5708
0.984,-0.047905,-0.00862846,0.147728,0.157439,0.0400893,0.0163603,-0.403228,-0.410781,1.04103,1.03428,0.156185,0.157659,-0.520374,-0.584045,-0.0623719,-0.101756,-0.0985843,-0.113817,0.640575,0.602994,-0.342357,-0.373832,-0.0822882,-0.0374777,-0.29478,-0.230403,0.671526,0.655917,0.241277,0.221859,-0.0899722,-0.119536,0.293548,0.312515,-0.182679,-0.156369,-0.0583859,0.0322431,-0.198184,-0.0599223,-0.0982526,-0.128434,-0.188622,-0.199787,0.1702,0.183939,0.0567986,0.0983101,-0.50523,-0.434195,-0.177111,-0.175571,2.61234,2.58143,1.5708,1.5708,-1.01785,-0.956025,-0.167411,-0.107005,-0.226916,-0.316167,1.23939,1.13096,1.5708,1.5708
0.988,-0.0428105,-0.00298601,0.139224,0.148697,0.0418555,0.0193824,-0.381747,-0.389246,1.04118,1.03454,0.156122,0.157503,-0.51664,-0.5809,-0.0536553,-0.0925968,-0.0950227,-0.109947,0.682104,0.644485,-0.335553,-0.366635,-0.10799,-0.0647031,-0.285071,-0.229995,0.64594,0.62858,0.2369,0.21858,-0.0863795,-0.115273,0.246834,0.265451,-0.191177,-0.164837,-0.036768,0.0534487,-0.227257,-0.0872784,-0.104575,-0.135762,-0.179697,-0.190327,0.168849,0.181721,0.0440695,0.0855948,-0.502626,-0.431976,-0.180844,-0.179644,2.61049,2.57946,1.5708,1.5708,-1.01489,-0.952641,-0.164953,-0.104573,-0.226631,-0.31543,1.24276,1.13385,1.5708,1.5708
0.992,-0.0378183,0.00251638,0.131095,0.1403,0.0423635,0.0209464,-0.360478,-0.367932,1.04102,1.03448,0.156453,0.15775,-0.512422,-0.577076,-0.0475509,-0.0862087,-0.0930281,-0.107491,0.724606,0.687161,-0.326202,-0.356681,-0.127729,-0.0857739,-0.280778,-0.230842,0.622202,0.603261,0.231169,0.213661,-0.0880256,-0.116258,0.205232,0.223637,-0.200475,-0.174214,-0.0153085,0.0745272,-0.264581,-0.123252,-0.109897,-0.141989,-0.170651,-0.180769,0.165399,0.17762,0.0369481,0.0780291,-0.499682,-0.429182,-0.177433,-0.176957,2.60479,2.57343,1.5708,1.5708,-1.01244,-0.949781,-0.161162,-0.100874,-0.226992,-0.31547,1.24551,1.13615,1.5708,1.5708
0.996,-0.0323741,0.00873705,0.121848,0.130695,0.0425614,0.0221212,-0.33932,-0.346703,1.04081,1.03439,0.156833,0.158039,-0.506412,-0.571685,-0.0386207,-0.0769621,-0.0868998,-0.100581,0.769839,0.732606,-0.318479,-0.347501,-0.156975,-0.11626,-0.260561,-0.210157,0.600444,0.579558,0.223606,0.206648,-0.0937288,-0.121223,0.172089,0.190092,-0.205762,-0.180158,0.00509156,0.0942997,-0.290287,-0.152439,-0.117258,-0.150456,-0.161402,-0.17089,0.164961,0.176663,0.0244157,0.0654606,-0.497084,-0.427053,-0.180781,-0.180823,2.59882,2.56719,1.5708,1.5708,-1.00747,-0.944463,-0.160011,-0.0996699,-0.225803,-0.313663,1.24927,1.13942,1.5708,1.5708
1,-0.0261471,0.0155318,0.114282,0.122786,0.0422835,0.0227351,-0.3182,-0.325535,1.04051,1.03418,0.157141,0.15827,-0.499748,-0.565229,-0.0324643,-0.0705645,-0.0824676,-0.0953202,0.817634,0.780815,-0.311285,-0.339469,-0.183665,-0.144581,-0.238062,-0.192272,0.578869,0.556427,0.217735,0.201263,-0.100181,-0.127015,0.143865,0.161608,-0.208189,-0.182383,0.0186127,0.107623,-0.30964,-0.168688,-0.125325,-0.159396,-0.1536,-0.162563,0.163728,0.174976,0.0123097,0.0532079,-0.495192,-0.425453,-0.181058,-0.181742,2.59021,2.55815,1.5708,1.5708,-1.00197,-0.938598,-0.157674,-0.0973718,-0.22525,-0.312635,1.25274,1.14246,1.5708,1.5708
1.004,-0.0194229,0.0227518,0.107984,0.116095,0.040908,0.0220957,-0.297051,-0.304353,1.04015,1.03389,0.157581,0.158638,-0.492881,-0.558376,-0.0273231,-0.0652327,-0.0768332,-0.0887386,0.865936,0.829633,-0.305711,-0.332905,-0.213251,-0.175767,-0.215474,-0.172971,0.557972,0.534172,0.212598,0.19646,-0.111063,-0.137245,0.120399,0.137934,-0.2146,-0.18856,0.0279514,0.116744,-0.321748,-0.17868,-0.13373,-0.168564,-0.147119,-0.155578,0.163235,0.174166,-0.000272179,0.0403646,-0.491834,-0.422316,-0.179182,-0.180693,2.58037,2.54775,1.5708,1.5708,-0.995579,-0.931859,-0.156254,-0.0959657,-0.223834,-0.310726,1.25563,1.1449,1.5708,1.5708
1.008,-0.011971,0.030568,0.102713,0.110375,0.03786,0.0195911,-0.27615,-0.283434,1.0397,1.03348,0.158117,0.159109,-0.485964,-0.551218,-0.0246422,-0.0624872,-0.0700996,-0.0809366,0.914825,0.879107,-0.300279,-0.326439,-0.239171,-0.203145,-0.20901,-0.167709,0.538244,0.513364,0.207507,0.191522,-0.124861,-0.150515,0.103098,0.120479,-0.218301,-0.192119,0.0322432,0.120793,-0.321429,-0.178345,-0.143062,-0.178477,-0.141761,-0.14978,0.163415,0.17419,-0.0111577,0.0292473,-0.488041,-0.418736,-0.177753,-0.180174,2.56743,2.53415,1.5708,1.5708,-0.98825,-0.924286,-0.155105,-0.0947885,-0.221552,-0.307901,1.25905,1.14795,1.5708,1.5708
1.012,-0.00581092,0.037112,0.0971214,0.104304,0.0352863,0.0176079,-0.255173,-0.262446,1.03898,1.03283,0.158515,0.159439,-0.475715,-0.540569,-0.0208156,-0.0584819,-0.0634596,-0.0730794,0.966877,0.932062,-0.293993,-0.318511,-0.271878,-0.237191,-0.163031,-0.118988,0.520078,0.494089,0.203045,0.187207,-0.132251,-0.157409,0.0883615,0.105422,-0.225357,-0.199535,0.0265668,0.115446,-0.326402,-0.190157,-0.151089,-0.187119,-0.136053,-0.143548,0.16374,0.174378,-0.0248479,0.015355,-0.484791,-0.415721,-0.175889,-0.179238,2.55461,2.52064,1.5708,1.5708,-0.980072,-0.915836,-0.154236,-0.093852,-0.218643,-0.304481,1.26181,1.15025,1.5708,1.5708
1.016,0.00129643,0.0443793,0.0934485,0.10022,0.0323214,0.0150889,-0.234365,-0.241647,1.03827,1.03212,0.158947,0.159823,-0.465683,-0.529794,-0.0197448,-0.0573421,-0.0591407,-0.0675775,1.01926,0.985467,-0.291706,-0.315192,-0.30237,-0.269173,-0.150455,-0.108457,0.501877,0.475154,0.199689,0.183968,-0.141367,-0.16616,0.0788391,0.0956967,-0.228696,-0.202565,0.0221492,0.111373,-0.323644,-0.187411,-0.160495,-0.196888,-0.132404,-0.139554,0.163529,0.17407,-0.0375084,0.00254082,-0.480414,-0.411503,-0.174272,-0.178606,2.53959,2.50481,1.5708,1.5708,-0.97079,-0.906402,-0.154078,-0.093618,-0.215087,-0.300379,1.265,1.15312,1.5708,1.5708
1.02,0.00849181,0.0516641,0.0904633,0.0969073,0.0304041,0.0135494,-0.213668,-0.220965,1.03743,1.03129,0.159373,0.160216,-0.455116,-0.518358,-0.01869,-0.056227,-0.0560523,-0.0632703,1.07207,1.03942,-0.287092,-0.309743,-0.332578,-0.300948,-0.105174,-0.0662188,0.484783,0.45746,0.197146,0.181514,-0.150461,-0.174918,0.0741469,0.0907936,-0.232909,-0.206468,0.0182519,0.107939,-0.32909,-0.191755,-0.170406,-0.207087,-0.129717,-0.136597,0.162097,0.172573,-0.0507004,-0.0108683,-0.475328,-0.4065,-0.170875,-0.176277,2.52417,2.4885,1.5708,1.5708,-0.960754,-0.896267,-0.154542,-0.09399,-0.211201,-0.295887,1.26857,1.15646,1.5708,1.5708
1.024,0.0153476,0.0585431,0.088686,0.0948997,0.0293608,0.0127647,-0.193144,-0.200463,1.03647,1.03032,0.159847,0.160679,-0.443638,-0.505868,-0.0185763,-0.0560907,-0.0545753,-0.0605229,1.12509,1.09373,-0.283458,-0.30465,-0.36289,-0.3323,-0.072276,-0.0302022,0.469545,0.441785,0.19545,0.17986,-0.160148,-0.184363,0.0757233,0.0921473,-0.232695,-0.206113,0.013081,0.103069,-0.323399,-0.186719,-0.180349,-0.217237,-0.128245,-0.134967,0.158958,0.169406,-0.0629599,-0.0234307,-0.468936,-0.400084,-0.165517,-0.172113,2.50703,2.47031,1.5708,1.5708,-0.950133,-0.885633,-0.156037,-0.0953839,-0.206971,-0.29096,1.2727,1.16046,1.5708,1.5708
1.028,0.022888,0.0658789,0.0888851,0.0949749,0.0281575,0.0117013,-0.172715,-0.180075,1.03541,1.02922,0.1602,0.161039,-0.433052,-0.494007,-0.0209849,-0.058611,-0.0526041,-0.0573914,1.17642,1.14628,-0.286118,-0.306344,-0.391552,-0.362098,-0.0687022,-0.0268783,0.454144,0.42629,0.195356,0.17987,-0.17044,-0.194488,0.0809394,0.0971745,-0.231075,-0.204472,0.0124151,0.102501,-0.323198,-0.186666,-0.191836,-0.228667,-0.128597,-0.135387,0.156079,0.166469,-0.0776456,-0.0377034,-0.461543,-0.392925,-0.171692,-0.178993,2.49383,2.45638,1.5708,1.5708,-0.937581,-0.873116,-0.157252,-0.0965413,-0.203505,-0.28697,1.27658,1.16432,1.5708,1.5708
1.032,0.0295143,0.0723062,0.0893257,0.0953919,0.0273652,0.0110149,-0.152372,-0.159771,1.03419,1.02795,0.160547,0.161402,-0.419928,-0.479529,-0.0240477,-0.0618621,-0.0528286,-0.0564057,1.22988,1.20113,-0.279694,-0.299406,-0.416269,-0.388079,-0.0194809,0.0191498,0.440982,0.413075,0.195391,0.18003,-0.179156,-0.203094,0.0914527,0.107469,-0.226823,-0.200193,0.00863629,0.0990084,-0.322706,-0.18628,-0.202303,-0.239079,-0.129486,-0.136433,0.15194,0.16228,-0.0910822,-0.0511662,-0.454874,-0.386191,-0.168858,-0.177283,2.47336,2.43469,1.5708,1.5708,-0.924926,-0.860663,-0.159942,-0.0990831,-0.197839,-0.280635,1.28085,1.16864,1.5708,1.5708
1.036,0.0381384,0.0807746,0.0896408,0.095732,0.0296312,0.0133961,-0.132609,-0.140039,1.03297,1.02668,0.161293,0.162179,-0.408174,-0.466537,-0.0237448,-0.0615455,-0.0543641,-0.0566088,1.28295,1.25566,-0.272642,-0.290756,-0.439475,-0.4118,0.00916939,0.0544782,0.427321,0.399212,0.194738,0.179439,-0.182443,-0.206356,0.107779,0.123352,-0.220849,-0.194368,0.00830376,0.0991139,-0.321905,-0.185911,-0.216892,-0.253677,-0.131035,-0.138063,0.143541,0.153808,-0.100777,-0.0610607,-0.446016,-0.377273,-0.164496,-0.17427,2.45189,2.41193,1.5708,1.5708,-0.911659,-0.847531,-0.162909,-0.101948,-0.193841,-0.275775,1.28667,1.1746,1.5708,1.5708
1.04,0.0423136,0.0847684,0.0910202,0.09713,0.0288602,0.0126512,-0.112394,-0.119867,1.03131,1.02498,0.161673,0.162582,-0.390914,-0.447831,-0.0272925,-0.065264,-0.0544191,-0.0553522,1.33732,1.31152,-0.262483,-0.28003,-0.463402,-0.43668,0.0495933,0.0924823,0.417735,0.389632,0.194493,0.179255,-0.186463,-0.210397,0.125228,0.140579,-0.215603,-0.188426,0.00787813,0.0993028,-0.32263,-0.178943,-0.22459,-0.261309,-0.13327,-0.140485,0.138606,0.148892,-0.112339,-0.0731203,-0.438508,-0.369427,-0.152999,-0.164422,2.4247,2.38305,1.5708,1.5708,-0.897522,-0.833598,-0.165347,-0.104351,-0.189542,-0.270863,1.29063,1.1787,1.5708,1.5708
1.044,0.0485718,0.090789,0.0919056,0.0981784,0.0314009,0.0152588,-0.092759,-0.100263,1.02954,1.02315,0.1622,0.163154,-0.375205,-0.430709,-0.0287073,-0.0667821,-0.0565866,-0.0561916,1.39125,1.36696,-0.250893,-0.268027,-0.483811,-0.457997,0.0850634,0.125017,0.40786,0.379714,0.194044,0.178907,-0.185324,-0.209331,0.1483,0.163071,-0.210088,-0.183946,0.00992098,0.101594,-0.325777,-0.189934,-0.236815,-0.273421,-0.134341,-0.141808,0.130137,0.140269,-0.125158,-0.0857447,-0.429406,-0.360345,-0.15315,-0.165574,2.40618,2.36335,1.5708,1.5708,-0.881988,-0.818531,-0.171151,-0.109904,-0.183555,-0.263816,1.29832,1.18683,1.5708,1.5708
1.048,0.053227,0.0950801,0.0934752,0.0999864,0.0336111,0.0175275,-0.0730202,-0.0805687,1.0275,1.02104,0.162483,0.163498,-0.357635,-0.411514,-0.032566,-0.0708286,-0.0588131,-0.0571317,1.44419,1.42146,-0.24116,-0.257069,-0.501343,-0.475745,0.105207,0.150067,0.399692,0.371743,0.194336,0.179347,-0.180973,-0.205124,0.173455,0.187765,-0.205224,-0.179191,0.00949778,0.101845,-0.328129,-0.1922,-0.246891,-0.283252,-0.136202,-0.144048,0.12123,0.131201,-0.136404,-0.0969537,-0.421431,-0.352186,-0.149551,-0.163244,2.38071,2.33632,1.5708,1.5708,-0.866546,-0.803536,-0.174823,-0.113464,-0.178404,-0.257955,1.30418,1.19311,1.5708,1.5708
1.052,0.0572305,0.0987723,0.0952036,0.102014,0.0361311,0.020104,-0.0533644,-0.0609514,1.02529,1.01877,0.162798,0.163875,-0.338749,-0.391073,-0.0361569,-0.0746267,-0.0609862,-0.0580418,1.49638,1.47517,-0.230701,-0.246165,-0.518325,-0.493309,0.128273,0.171541,0.392967,0.365169,0.194613,0.179786,-0.175798,-0.200094,0.201532,0.215337,-0.200844,-0.174984,0.0103844,0.103324,-0.328628,-0.19294,-0.256416,-0.292581,-0.138759,-0.147025,0.110901,0.120709,-0.145007,-0.105945,-0.413839,-0.344157,-0.13827,-0.153614,2.34998,2.30366,1.5708,1.5708,-0.850977,-0.788393,-0.177815,-0.116472,-0.175098,-0.253894,1.31101,1.20049,1.5708,1.5708
1.056,0.0621002,0.103114,0.0976884,0.104831,0.0382325,0.0222385,-0.033699,-0.0413363,1.02295,1.01634,0.163012,0.164161,-0.321584,-0.372139,-0.0412615,-0.0800206,-0.0611026,-0.0569041,1.54703,1.5272,-0.219976,-0.235077,-0.522352,-0.497737,0.123705,0.167136,0.385356,0.357979,0.195506,0.180885,-0.168235,-0.192747,0.23129,0.244583,-0.196877,-0.171194,0.0127195,0.106232,-0.328839,-0.193459,-0.266878,-0.302626,-0.141254,-0.150067,0.101242,0.110803,-0.155886,-0.116704,-0.406288,-0.336318,-0.134099,-0.150692,2.32281,2.27475,1.5708,1.5708,-0.834009,-0.772,-0.182218,-0.120793,-0.170043,-0.248113,1.31781,1.20788,1.5708,1.5708
1.06,0.0646114,0.105316,0.0985497,0.106018,0.0405529,0.0247437,-0.0142882,-0.0219563,1.02029,1.01362,0.163285,0.164498,-0.297943,-0.346858,-0.0442261,-0.0831228,-0.0628216,-0.0573386,1.6,1.58176,-0.208596,-0.223431,-0.541324,-0.517285,0.155415,0.195597,0.381129,0.353881,0.195185,0.180744,-0.153628,-0.178375,0.263308,0.275939,-0.190175,-0.164661,0.011547,0.1059,-0.321245,-0.187207,-0.275029,-0.310569,-0.142063,-0.151323,0.092471,0.101699,-0.167206,-0.127901,-0.398211,-0.328013,-0.130484,-0.148374,2.29508,2.24526,1.5708,1.5708,-0.815614,-0.754294,-0.187651,-0.126052,-0.163544,-0.240898,1.32396,1.21459,1.5708,1.5708
1.064,0.0669915,0.10671,0.103035,0.111295,0.0445801,0.0290967,0.00508749,-0.00267248,1.01746,1.01068,0.162568,0.163891,-0.276503,-0.322982,-0.0536152,-0.0931217,-0.065673,-0.0593064,1.64964,1.63302,-0.204653,-0.218991,-0.553833,-0.529943,0.147966,0.188393,0.375932,0.349787,0.202694,0.189069,-0.12686,-0.151896,0.295044,0.307184,-0.178099,-0.151456,-0.00388873,0.0920705,-0.311966,-0.171753,-0.283904,-0.318674,-0.144931,-0.155241,0.0799225,0.0883562,-0.178041,-0.138322,-0.393794,-0.322962,-0.126481,-0.145309,2.26659,2.21478,1.5708,1.5708,-0.797042,-0.736582,-0.191461,-0.129878,-0.156693,-0.233659,1.33032,1.22177,1.5708,1.5708
1.068,0.068708,0.108068,0.10753,0.116595,0.0457927,0.0304838,0.0243046,0.0164815,1.01445,1.00761,0.162155,0.163593,-0.251897,-0.296605,-0.0634001,-0.103627,-0.064831,-0.0573977,1.70104,1.68581,-0.194296,-0.208327,-0.561201,-0.537458,0.128294,0.168043,0.372081,0.346259,0.20926,0.196381,-0.104137,-0.129859,0.330506,0.341755,-0.130864,-0.104274,-0.00273602,0.0915398,-0.151298,-0.0174521,-0.291956,-0.326599,-0.148686,-0.160208,0.0695618,0.0773394,-0.187912,-0.14796,-0.388923,-0.317366,-0.12116,-0.141204,2.23697,2.18329,1.5708,1.5708,-0.777259,-0.717659,-0.194089,-0.132813,-0.151891,-0.228482,1.3361,1.22864,1.5708,1.5708
1.072,0.0709701,0.10961,0.110827,0.120843,0.0476675,0.0326906,0.0436895,0.035811,1.0114,1.00447,0.161953,0.163493,-0.227387,-0.269981,-0.0719051,-0.113039,-0.0652273,-0.056747,1.75107,1.73726,-0.17498,-0.190666,-0.559776,-0.537188,0.144455,0.168171,0.368218,0.343146,0.215095,0.20311,-0.0879734,-0.113919,0.371697,0.381968,-0.0715967,-0.0518052,-0.000424495,0.0909661,-0.0463132,0.0203592,-0.299551,-0.333647,-0.150816,-0.16361,0.061662,0.0684526,-0.200581,-0.159854,-0.381784,-0.309739,-0.12156,-0.142437,2.20764,2.15181,1.5708,1.5708,-0.75564,-0.697177,-0.201315,-0.139927,-0.142927,-0.219125,1.3422,1.23564,1.5708,1.5708
1.076,0.0736037,0.111245,0.112632,0.123249,0.0492648,0.0346239,0.0629589,0.0550431,1.00821,1.00118,0.161921,0.163583,-0.202744,-0.242876,-0.0780337,-0.119553,-0.0628575,-0.0530844,1.79864,1.78631,-0.16271,-0.176798,-0.556919,-0.533605,0.134782,0.171241,0.365344,0.341568,0.219515,0.20786,-0.0835114,-0.109461,0.418085,0.428412,-0.00607223,0.0128049,-0.00848542,0.0824063,0.00146412,0.0570165,-0.308609,-0.341745,-0.152276,-0.166045,0.0502439,0.0562329,-0.208853,-0.167776,-0.377169,-0.304401,-0.115435,-0.13727,2.17631,2.11804,1.5708,1.5708,-0.73608,-0.678616,-0.204705,-0.143408,-0.138374,-0.214295,1.35007,1.24435,1.5708,1.5708
1.08,0.0744431,0.111432,0.115581,0.127096,0.0514063,0.0371835,0.0820389,0.074089,1.00488,0.997778,0.161809,0.163598,-0.175194,-0.213251,-0.0857809,-0.127989,-0.0601544,-0.0492344,1.84572,1.83475,-0.150614,-0.16426,-0.551455,-0.528025,0.126926,0.166545,0.364219,0.341416,0.226388,0.215431,-0.0791169,-0.104882,0.463652,0.474167,0.0545314,0.0735034,-0.0220329,0.0691406,-0.00159928,0.0523902,-0.316417,-0.349041,-0.155109,-0.170119,0.0371011,0.0420447,-0.216102,-0.174648,-0.371927,-0.29836,-0.109635,-0.132572,2.14322,2.0825,1.5708,1.5708,-0.71584,-0.659507,-0.209206,-0.148176,-0.13413,-0.209712,1.35776,1.25323,1.5708,1.5708
1.084,0.0742939,0.11066,0.119102,0.1316,0.0547691,0.0410341,0.100723,0.0927558,1.00157,0.994388,0.161754,0.163681,-0.145171,-0.181168,-0.0937893,-0.136702,-0.0572873,-0.0451983,1.89207,1.88248,-0.140647,-0.153633,-0.543195,-0.519449,0.0966887,0.141523,0.364192,0.342345,0.23466,0.224517,-0.0751982,-0.100735,0.505403,0.516161,0.102444,0.122436,-0.0467794,0.0444214,0.059408,0.115417,-0.323836,-0.355966,-0.158092,-0.174371,0.0245718,0.0283249,-0.223958,-0.182105,-0.36462,-0.290266,-0.104445,-0.128516,2.1106,2.04738,1.5708,1.5708,-0.692407,-0.637356,-0.214525,-0.1538,-0.129671,-0.204969,1.36513,1.26188,1.5708,1.5708
1.088,0.0738162,0.109758,0.120486,0.13396,0.0603065,0.0471745,0.119083,0.111137,0.998253,0.991018,0.161767,0.163832,-0.113243,-0.147499,-0.0991592,-0.142658,-0.0559965,-0.0427109,1.93705,1.92881,-0.129506,-0.142988,-0.53055,-0.507202,0.0846875,0.125482,0.365682,0.344441,0.240755,0.231345,-0.0696755,-0.0948963,0.54482,0.555727,0.134982,0.155881,-0.0739456,0.0178553,0.0926561,0.149125,-0.331521,-0.363358,-0.159115,-0.176495,0.00701157,0.0095978,-0.226587,-0.184718,-0.359653,-0.284416,-0.0950367,-0.120546,2.07393,2.00806,1.5708,1.5708,-0.670182,-0.616326,-0.218558,-0.158283,-0.128474,-0.203372,1.37369,1.27181,1.5708,1.5708
1.092,0.0746172,0.110214,0.120478,0.13481,0.0656326,0.0531265,0.137244,0.129365,0.994969,0.987679,0.161883,0.164091,-0.0814643,-0.114171,-0.103133,-0.147054,-0.0537791,-0.039277,1.98004,1.97303,-0.11952,-0.132948,-0.517646,-0.494406,0.0751618,0.116896,0.368325,0.347553,0.244278,0.235371,-0.0682419,-0.0930611,0.587215,0.598359,0.162377,0.184193,-0.103446,-0.0104496,0.0916173,0.148497,-0.341699,-0.373229,-0.1578,-0.17621,-0.00710892,-0.00575614,-0.242704,-0.199692,-0.357828,-0.282333,-0.102665,-0.128482,2.04759,1.97982,1.5708,1.5708,-0.644573,-0.592296,-0.226261,-0.166135,-0.122527,-0.196982,1.3824,1.28187,1.5708,1.5708
1.096,0.0753278,0.110924,0.121187,0.136269,0.0691924,0.0572147,0.155683,0.147891,0.99193,0.984599,0.162385,0.164713,-0.0487752,-0.0803235,-0.106496,-0.150764,-0.0484714,-0.032743,2.02029,2.01434,-0.112495,-0.125695,-0.502396,-0.479155,0.0417053,0.0859144,0.370375,0.349656,0.245692,0.237149,-0.0751877,-0.0994827,0.630063,0.641492,0.189017,0.211203,-0.122378,-0.0289362,0.103882,0.158153,-0.350585,-0.382109,-0.158616,-0.177888,-0.0213231,-0.0210658,-0.24564,-0.20277,-0.351385,-0.275094,-0.091745,-0.119188,2.01052,1.94002,1.5708,1.5708,-0.620113,-0.569329,-0.233606,-0.17374,-0.117866,-0.191735,1.39123,1.29206,1.5708,1.5708
1.1,0.0777689,0.113324,0.123004,0.138897,0.0722576,0.0608639,0.17419,0.166504,0.989438,0.982046,0.163026,0.165469,-0.0173161,-0.0477422,-0.111425,-0.156188,-0.0434205,-0.0265954,2.05732,2.05231,-0.104324,-0.117684,-0.487311,-0.464281,0.0326635,0.0763278,0.368127,0.347336,0.246749,0.238704,-0.0822312,-0.105943,0.669655,0.681291,0.214761,0.237337,-0.130647,-0.0368409,0.102132,0.156401,-0.361761,-0.393219,-0.160616,-0.180831,-0.0354062,-0.0364326,-0.249651,-0.206727,-0.344439,-0.267398,-0.0836108,-0.112624,1.97329,1.9,1.5708,1.5708,-0.593616,-0.544378,-0.241337,-0.181822,-0.113818,-0.187255,1.39864,1.30083,1.5708,1.5708
1.104,0.0818217,0.117107,0.130024,0.146907,0.0725734,0.0617952,0.192975,0.185384,0.987485,0.979988,0.163735,0.166278,0.0127262,-0.016274,-0.121269,-0.166955,-0.0337418,-0.0159558,2.09179,2.08748,-0.0980564,-0.111807,-0.468579,-0.4458,-0.00590261,0.0354658,0.359312,0.338648,0.251839,0.244786,-0.0889871,-0.112063,0.701999,0.713868,0.238036,0.261198,-0.135802,-0.0417068,0.0980664,0.153469,-0.37424,-0.405424,-0.168809,-0.190259,-0.0495625,-0.0522595,-0.245831,-0.203295,-0.33458,-0.256298,-0.0672602,-0.0983483,1.93117,1.8545,1.5708,1.5708,-0.567127,-0.519607,-0.24957,-0.190637,-0.110167,-0.183255,1.40599,1.30981,1.5708,1.5708
1.108,0.0853718,0.120595,0.134979,0.152828,0.0735027,0.0635155,0.211527,0.204068,0.985689,0.97812,0.164392,0.167037,0.0452712,0.0173929,-0.129309,-0.17581,-0.0246542,-0.00597512,2.12417,2.12057,-0.0900557,-0.103971,-0.447176,-0.424513,-0.0214498,0.0201138,0.347795,0.3267,0.254648,0.248541,-0.0921905,-0.114552,0.729366,0.741179,0.26417,0.287617,-0.133251,-0.0389284,0.0943726,0.149835,-0.387094,-0.418181,-0.173983,-0.196569,-0.0633737,-0.0679018,-0.250155,-0.207267,-0.327307,-0.248191,-0.0624983,-0.0949855,1.89462,1.81501,1.5708,1.5708,-0.538759,-0.493124,-0.257979,-0.19957,-0.105282,-0.178108,1.41334,1.31875,1.5708,1.5708
